"","names","Freq"
"956","Mary Wollstonecraft",8
"957","Maurice Baring",8
"958","Michelin & Cie",8
"959","Mrs. Georgie Sheldon",8
"960","Nikolai Gogol",8
"961","Pál Gyulai",8
"962","Philip Gibbs",8
"963","Ralph Bonehill",8
"964","Rex Beach",8
"965","Ricarda Huch",8
"966","Richard Hurd",8
"967","Robert Browning",8
"968","Rosa Nouchette Carey",8
"969","Rose Macaulay",8
"970","Ross Rocklynne",8
"971","Rudolf Eucken",8
"972","S. M. Tenneshaw",8
"973","Sándor Bródy",8
"974","Stephen McKenna",8
"975","Susanna Moodie",8
"976","Sydney Anderson",8
"977","Theodor Mommsen",8
"978","Theodor Storm",8
"979","Theodore Dreiser",8
"980","Thomas Clarkson",8
"981","Thomas Henry Huxley",8
"982","Tom Godwin",8
"983","William J. Long",8
"984","William Shakespeare, 1564-1616",8
"985","William Wordsworth",8
"986","Willis Fletcher Johnson",8
"987","Aarni Kouta",7
"988","Adeline Knapp",7
"989","Agnes Sapper",7
"990","Aino Kallas",7
"991","Albert Bushnell Hart",7
"992","Alexander Leighton",7
"993","Alexis de Tocqueville",7
"994","Alfred Powell Morgan",7
"995","Algot Untola",7
"996","Alice Brown",7
"997","Alice Morse Earle",7
"998","Alice Turner Curtis",7
"999","Allan Pinkerton",7
"1000","Allen Upward",7
"1001","Amanda M. Douglas",7
"1002","Andre Norton",7
"1003","Ann Radcliffe",7
"1004","Anna Chapin Ray",7
"1005","Anna Jameson",7
"1006","Anton Tshehov",7
"1007","Aristophanes",7
"1008","Aristotle",7
"1009","Arthur Ransome",7
"1010","Arturo Graf",7
"1011","Ashton Lamar",7
"1012","August Weismann",7
"1013","Barry Pain",7
"1014","Benedetto Croce",7
"1015","Bento Serrano",7
"1016","Bernard Shaw",7
"1017","Bill Nye",7
"1018","Blanche McManus",7
"1019","Carl Jacobi",7
"1020","Carl Selwyn",7
"1021","Charles Lanman",7
"1022","Charles Louis Fontenay",7
"1023","Charlotte Campbell Bury",7
"1024","Clair W. Hayes",7
"1025","Clara Dillingham Pierson",7
"1026","Clarence E. Mulford",7
"1027","Claude Anet",7
"1028","Comtesse de Segur",7
"1029","Concha Espina",7
"1030","Douglas Dewar",7
"1031","E. V. Lucas",7
"1032","Edgar Lee Masters",7
"1033","Edmund Gosse",7
"1034","Edna Ferber",7
"1035","Edward Hungerford",7
"1036","Elek Benedek",7
"1037","Elizabeth Robins",7
"1038","Elizabeth Robins Pennell",7
"1039","Elizabeth Wetherell",7
"1040","Elliott O'Donnell",7
"1041","Emanuel Swedenborg",7
"1042","Emil Elenius",7
"1043","Emma Dorothy Eliza Nevitte Southworth",7
"1044","Eva March Tappan",7
"1045","Evald Ferdinand Jahnsson",7
"1046","Everett B. Cole",7
"1047","F.E. Mills Young",7
"1048","Fiona Macleod",7
"1049","Florence Nightingale",7
"1050","Frances Trego Montgomery",7
"1051","Francis Jammes",7
"1052","Frank Riley",7
"1053","Frederick Palmer",7
"1054","Frederick Starr",7
"1055","Fredric Brown",7
"1056","Fridtjof Nansen",7
"1057","Friedrich Gerstäcker",7
"1058","Fritz Reuter Leiber",7
"1059","G. E. Farrow",7
"1060","G. E. Mitton",7
"1061","George Griffith",7
"1062","George Payne Rainsford James",7
"1063","George T. Ferris",7
"1064","George W. Cable",7
"1065","Gerald Breckenridge",7
"1066","Geraldine Edith Mitton",7
"1067","Giuseppe Garibaldi",7
"1068","H. A. Guerber",7
"1069","H. De Vere Stacpoole",7
"1070","H. Rider (Henry Rider) Haggard",7
"1071","Hallie Erminie Rives",7
"1072","Heman White Chaplin",7
"1073","Henri Borel",7
"1074","Henry Harland",7
"1075","Herbert F. Peyser",7
"1076","Horace Fletcher",7
"1077","Ida Saint-Elme",7
"1078","Ivan Turgenev",7
"1079","Ivar Jorgensen",7
"1080","J. C. L. Simondo Sismondi",7
"1081","J. H. Merle D'Aubigné",7
"1082","J. Macdonald Oxley",7
"1083","J.C.L. Simondo Sismondi",7
"1084","Jacinto Benavente",7
"1085","James Galloway Cowan",7
"1086","James R. Driscoll",7
"1087","James Stamers",7
"1088","James Stephens",7
"1089","Jane Eayre Fryer",7
"1090","Jesse Franklin Bone",7
"1091","Joel Cook",7
"1092","Joel Lehtonen",7
"1093","John Alexander",7
"1094","John Drinkwater",7
"1095","John Evelyn",7
"1096","John Haslam",7
"1097","John Maddison Morton",7
"1098","John Marshall",7
"1099","John Reed Scott",7
"1100","John Spargo",7
"1101","John Wilson",7
"1102","Joseph Pennell",7
"1103","Joseph Smith",7
"1104","Juhani Siljo",7
"1105","Julian Hawthorne",7
"1106","L. Allen Harker",7
"1107","Laura Jean Libbey",7
"1108","Lauri Soini",7
"1109","Leopold Schefer",7
"1110","Lewis R. Freeman",7
"1111","Lewis Wingfield",7
"1112","Lilian Bell",7
"1113","Lodovico Antonio Muratori",7
"1114","Louis Arundel",7
"1115","Mabel Osgood Wright",7
"1116","Manly Wade Wellman",7
"1117","Manuel Maria Barbosa du Bocage",7
"1118","Margaret Murray Robertson",7
"1119","Mariettta Holley",7
"1120","Marion Zimmer Bradley",7
"1121","Martin Farquhar Tupper",7
"1122","Mary Austin",7
"1123","Maximilien Robespierre",7
"1124","Montague Glass",7
"1125","Mrs. Hungerford",7
"1126","Multatuli",7
"1127","Nat Gould",7
"1128","Nathaniel Parker Willis",7
"1129","Newell Dwight Hillis",7
"1130","Nikolaj Gogol",7
"1131","Northern Nut Growers Association",7
"1132","Octave Mirbeau",7
"1133","Parker Fillmore",7
"1134","Pasquale Villari",7
"1135","Patrick MacGill",7
"1136","Paul Ernst",7
"1137","Paul Thureau-Dangin",7
"1138","Peter B. Kyne",7
"1139","Poul William Anderson",7
"1140","R. A. Lafferty",7
"1141","R. Austin Freeman",7
"1142","Raymond Z. Gallun",7
"1143","Raymond Zinke Gallun",7
"1144","Richard A. Proctor",7
"1145","Richard Doddridge Blackmore",7
"1146","Richard Francis Burton",7
"1147","Richard Wagner",7
"1148","Robert Buchanan",7
"1149","Robert F. Young",7
"1150","Robert Gordon Latham",7
"1151","Robert Grant",7
"1152","Robert Leighton",7
"1153","Robert Neilson Stephens",7
"1154","Rui de Pina",7
"1155","Salvatore Di Giacomo",7
"1156","Samuel Levy Bensusan",7
"1157","Samuel Smiles",7
"1158","Samuli Paulaharju",7
"1159","Sheila Kaye-Smith",7
"1160","St. George Rathborne",7
"1161","Theophile Gautier",7
"1162","Thomas Moore",7
"1163","Trinity College",7
"1164","Victor G. Durham",7
"1165","Vittorio Bersezio",7
"1166","W. Crispin Sheppard",7
"1167","W. Warde Fowler",7
"1168","Walter de la Mare",7
"1169","Wesley Long",7
"1170","Wilbur S. Peacock",7
"1171","Wilfrid Wilson Gibson",7
"1172","Will Levington Comfort",7
"1173","Willard F. Baker",7
"1174","William Andrews",7
"1175","William Holmes McGuffey",7
"1176","William Howard Russell",7
"1177","William Wells Brown",7
"1178","Willis Boyd Allen",7
"1179","A. E. W. Mason",6
"1180","A. R. (Arthur Robert) Harding",6
"1181","A. T. Mahan",6
"1182","A. T. Quiller-Couch",6
"1183","Ada Negri",6
"1184","Adolfo Albertazzi",6
"1185","Agnes Repplier",6
"1186","Alajos Degré",6
"1187","Albert Robida",6
"1188","Alexander Pushkin",6
"1189","Alfred Tennyson",6
"1190","Alice Hegan Rice",6
"1191","Allen Kim Lang",6
"1192","Ambrose Newcomb",6
"1193","American Anti-Slavery Society",6
"1194","Amy Bell Marlowe",6
"1195","Andre Alice Norton",6
"1196","André Gide",6
"1197","Andreas Karkavitsas",6
"1198","Anna Katharine Green (Mrs. Charles Rohlfs)",6
"1199","Anton Pavlovich Chekhov",6
"1200","Archibald H. Grimke",6
"1201","Armando Palacio Valdes",6
"1202","Arnold Marmor",6
"1203","Auguste de Villiers de L'Isle-Adam",6
"1204","B. Traven",6
"1205","Ben Ames Williams",6
"1206","Benjamin Leopold Farjeon",6
"1207","Bernard Edward Joseph Capes",6
"1208","Bessie Marchant",6
"1209","Bjornstjerne Bjornson",6
"1210","Boyd Cable",6
"1211","Brand Whitlock",6
"1212","Brantz Mayer",6
"1213","Captain Mayne Reid",6
"1214","Carey Rockwell",6
"1215","Carl Sternheim",6
"1216","Caroline French Benton",6
"1217","Carolyn Sherwin Bailey",6
"1218","Cassius Dio",6
"1219","Catharine E. Beecher",6
"1220","Charles A. Stearns",6
"1221","Charles Carleton Coffin",6
"1222","Charles de Coster",6
"1223","Charles H. Caffin",6
"1224","Charles Major",6
"1225","Chester S. Geier",6
"1226","Clifford D. Simak",6
"1227","Cornelius Tacitus",6
"1228","Cynthia Stockley",6
"1229","Damon Knight",6
"1230","Darius John Granger",6
"1231","Dorothy Canfield",6
"1232","Duc de Rovigo",6
"1233","Dwight L. Elmendorf",6
"1234","E. Benjamin Andrews",6
"1235","E. Spon",6
"1236","Edgar Pangborn",6
"1237","Edison Marshall",6
"1238","Edith Somerville",6
"1239","Edmond Haraucourt",6
"1240","Edwin Lefevre",6
"1241","Effa E. Preston",6
"1242","Eino Railo",6
"1243","Elisabeth Sanxay Holding",6
"1244","Eliza Leslie",6
"1245","Elizabeth Barrett Browning",6
"1246","Elizabeth von Arnim",6
"1247","Emma Helen Blair",6
"1248","Emma Speed Sampson",6
"1249","Erckmann-Chatrian",6
"1250","Erik Fennel",6
"1251","Ernest Daudet",6
"1252","Ernest Renan",6
"1253","Evelyn Sharp",6
"1254","Everett T. Tomlinson",6
"1255","F. W. Bain",6
"1256","Felix Adler",6
"1257","Ferdinand Schmidt",6
"1258","Flora Carpenter",6
"1259","Florence Morse Kingsley",6
"1260","Florence Warden",6
"1261","Frances Eleanor Trollope",6
"1262","Francis Bacon",6
"1263","Francis Cunningham",6
"1264","Francis Marion Crawford",6
"1265","François René Chateaubriand",6
"1266","Frank Banta",6
"1267","Frank Fowler",6
"1268","Frank Lillie Pollock",6
"1269","Frank Wedekind",6
"1270","Frederic Bastiat",6
"1271","Fremont B. Deering",6
"1272","G. Manville Fenn",6
"1273","G. P. R. James",6
"1274","G.K. Chesterton",6
"1275","George Adam Smith",6
"1276","George Ethelbert Walsh",6
"1277","George Madden Martin",6
"1278","George W. Foote",6
"1279","Gerhard Rohlfs",6
"1280","Gertrude W. Morrison",6
"1281","Géza Gárdonyi",6
"1282","Gilbert Cannan",6
"1283","Goldwin Smith",6
"1284","Gouverneur Morris",6
"1285","Grace Aguilar",6
"1286","Graham M. Dean",6
"1287","Grazia Deledda",6
"1288","Guerra Junqueiro",6
"1289","H. Beam Piper",6
"1290","H. de Vere Stacpoole",6
"1291","H. L. Mencken",6
"1292","Halliwell Sutcliffe",6
"1293","Hannah Lynch",6
"1294","Harrison Adams",6
"1295","Harry Harrison",6
"1296","Hartmann Grisar",6
"1297","Heinrich Graetz",6
"1298","Henry Abbott",6
"1299","Henry Drummond",6
"1300","Henry Hallam",6
"1301","Henry van Dyke",6
"1302","Henry Wallace Phillips",6
"1303","Herbert Adams Gibbons",6
"1304","Hermann Löns",6
"1305","Herodotus",6
"1306","Honore de Balzac",6
"1307","Hugh Miller",6
"1308","Ian Maclaren",6
"1309","Ignotus",6
"1310","Irvin Shrewsbury Cobb",6
"1311","Irving Cox",6
"1312","Isaac Asimov",6
"1313","Ivan Sergeevich Turgenev",6
"1314","J. D. Beresford",6
"1315","Jaakko O. Ikola",6
"1316","Jacob Fredrik Lagervall",6
"1317","Jacques-Maximilien Benjamin Bins de Saint-Victor",6
"1318","Jacques Casanova de Seingalt",6
"1319","James Augustus St. John",6
"1320","James Fergusson",6
"1321","James Hogg",6
"1322","James McConnell",6
"1323","James R. Adams",6
"1324","James Richardson",6
"1325","James Runciman",6
"1326","Janet Aldridge",6
"1327","Jean Cocteau",6
"1328","Jean Froissart",6
"1329","Jean Giraudoux",6
"1330","Jean Ingelow",6
"1331","Jennette Lee",6
"1332","Joanna Mathews",6
"1333","Joaquin Miller",6
"1334","John Cowper Powys",6
"1335","John Donne",6
"1336","John Gibson Lockhart",6
"1337","John Hartley",6
"1338","John Keats",6
"1339","John Malcolm",6
"1340","John Tyndall",6
"1341","John Victor Peterson",6
"1342","John Wesley",6
"1343","John Wesley Powell",6
"1344","Joris-Karl Huysmans",6
"1345","Joseph Farrell",6
"1346","Josephine Daskam",6
"1347","Julia Ward Howe",6
"1348","Karl Marx",6
"1349","Kate Dickinson Sweetser",6
"1350","Kate Langley Bosher",6
"1351","Kate Sanborn",6
"1352","Katherine Stokes",6
"1353","Konni Zilliacus",6
"1354","L.J. Stecher",6
"1355","Landesverein Sächsischer Heimatschutz",6
"1356","László Merényi",6
"1357","Laura Dent Crane",6
"1358","Laura Elizabeth Howe Richards",6
"1359","Laurent Tailhade",6
"1360","Lawrence L. Lynch",6
"1361","Leigh Hunt",6
"1362","Leona Dalrymple",6
"1363","Leonard Merrick",6
"1364","Lilian Whiting",6
"1365","Lina Beard",6
"1366","Lord Byron",6
"1367","Louise Jordan Miln",6
"1368","Lucian",6
"1369","Ludwig Ganghofer",6
"1370","Luigi Antonio Lanzi",6
"1371","Lurana Waterhouse Sheldon",6
"1372","Lysander Spooner",6
"1373","Madison Cawein",6
"1374","Marah Ellis Ryan",6
"1375","Margaret Deland",6
"1376","Margaret H. Sanger",6
"1377","Margaret St. Clair",6
"1378","Margaret Sutton",6
"1379","Margaret, Queen Of Navarre",6
"1380","Margracia Loudon",6
"1381","Mari Wolf",6
"1382","Maria Edgeworth",6
"1383","Marian Keith",6
"1384","Mary F. Nixon-Roulet",6
"1385","Mary Gaunt",6
"1386","Mary Raymond Shipman Andrews",6
"1387","Mary Somerville",6
"1388","Matthew Arnold",6
"1389","Matti Kurikka",6
"1390","Mauno Rosendal",6
"1391","Maurus Jokai",6
"1392","Max Dauthendey",6
"1393","Max Duncker",6
"1394","Maxwell Bodenheim",6
"1395","Melville Davisson Post",6
"1396","Michele Amari",6
"1397","Morgan Scott",6
"1398","Mrs. A. D. T. Whitney",6
"1399","Mrs. Alexander",6
"1400","Olive Thorne Miller",6
"1401","Padraic Colum",6
"1402","Pansy",6
"1403","Paul Adam",6
"1404","Paul Alexander Bartlett",6
"1405","Paul Hutchens",6
"1406","Paul Leicester Ford",6
"1407","Paul W. Fairman",6
"1408","Paulin Paris",6
"1409","Pehr Thomasson",6
"1410","Pierre Alexis Ponson du Terrail",6
"1411","Pierre Dufour",6
"1412","Publio Ovidio Nasón",6
"1413","Rafael Sabatini",6
"1414","Rama Mohana Rao Mahidhara",6
"1415","Raymond King Cummings",6
"1416","Richard Bagwell",6
"1417","Richard Bonner",6
"1418","Richard Garnett",6
"1419","Richard Hakluyt",6
"1420","Richard R. Smith",6
"1421","Robert Ames Bennet",6
"1422","Robert Chambers",6
"1423","Robert Cleland",6
"1424","Robert Montgomery Bird",6
"1425","Robert Smythe Hichens",6
"1426","Roger Phillips Graham",6
"1427","Rollin H. Baker",6
"1428","Ross Kay",6
"1429","Rupert S. Holland",6
"1430","Ruth McEnery Stuart",6
"1431","Ruth Ogden",6
"1432","S. (Sabine) Baring-Gould",6
"1433","S. D. Gordon",6
"1434","Scott Nearing",6
"1435","Sewell Peaslee Wright",6
"1436","Sidney Heath",6
"1437","Silvio Pellico",6
"1438","Sir Walter Besant",6
"1439","Stanley Grauman Weinbaum",6
"1440","Stella Benson",6
"1441","Stephen Leacock",6
"1442","Students of Yale",6
"1443","T. Jenkins Hains",6
"1444","Talbot Mundy",6
"1445","Theodor Fontane",6
"1446","Theophilus Cibber",6
"1447","Thierry Sandre",6
"1448","Thomas De Quincey",6
"1449","Thomas Wentworth Higginson",6
"1450","Tom Gallon",6
"1451","Tom W. Harris",6
"1452","Tommaso Piroli, Pietro Piranesi, and Francesco Piranesi",6
"1453","United States.  Central Intelligence Agency.",6
"1454","V. A. Koskenniemi",6
"1455","Valentino Carrera",6
"1456","Vaseleos Garson",6
"1457","Victor Bridges",6
"1458","Violet Jacob",6
"1459","W. Harrison Ainsworth",6
"1460","Walt Sheldon",6
"1461","Warren Hilton",6
"1462","Wilhelmine von Hillern",6
"1463","Willa Cather",6
"1464","William Carlos Williams",6
"1465","William Charles Scully",6
"1466","William H. Prescott",6
"1467","William Murray Graydon",6
"1468","William Stearns Davis",6
"1469","William Swainson",6
"1470","William Tenn",6
"1471","William W. Stuart",6
"1472","William Whewell",6
"1473","William Winter",6
"1474","Willis George Emerson",6
"1475","Winston Spencer Churchill",6
"1476","Woodrow Wilson",6
"1477","_By the same Author:_",5
"1478","A. A. Milne",5
"1479","Adeline Sergeant",5
"1480","Albert Cim",5
"1481","Albert Delpit",5
"1482","Albert dePina",5
"1483","Albert J. Beveridge",5
"1484","Albert Schweitzer",5
"1485","Alec Waugh",5
"1486","Alexander Pope",5
"1487","Alfred John Church",5
"1488","Amy Brooks",5
"1489","An English Lady",5
"1490","Anatole Le Braz",5
"1491","André Maurois",5
"1492","Anna Schieber",5
"1493","Annie Roe Carr",5
"1494","Annie S. Swan",5
"1495","anonymous",5
"1496","Anton Ohorn",5
"1497","Antonio Beltramelli",5
"1498","Antonio Fogazzaro",5
"1499","Aphra Behn",5
"1500","Archibald Henry Sayce",5
"1501","Ármin Vámbéry",5
"1502","Arnold Safroni-Middleton",5
"1503","Arthur Achleitner",5
"1504","Arthur Dekker Savage",5
"1505","Arthur Pinero",5
"1506","August Bebel",5
"1507","Augustine Birrell",5
"1508","Bartolomé de las Casas",5
"1509","Beatrice Harraden",5
"1510","Bernard Capes",5
"1511","Berta Ruck",5
"1512","Bithia Mary Croker",5
"1513","Burt L Standish",5
"1514","C. H. Thames",5
"1515","C. Lewis Hind",5
"1516","C.R. Coleridge",5
"1517","Camilo Ferreira Botelho Castelo Branco",5
"1518","Carmen Sylva",5
"1519","Caroline Lockhart",5
"1520","Cecil Headlam",5
"1521","Cesare Lombroso",5
"1522","Charles A. Eastman",5
"1523","Charles Athanase Walckenaer",5
"1524","Charles C. F. Greville",5
"1525","Charles D. Hornig",5
"1526","Charles F. Myers",5
"1527","Charles Gilson",5
"1528","Charles Henry Mackintosh",5
"1529","Charles John Vaughan",5
"1530","Charles Kendall Adams",5
"1531","Charles Lamb",5
"1532","Charlotte M. Braeme",5
"1533","Christine de Pisan",5
"1534","Christopher Marlowe",5
"1535","Christy Mathewson",5
"1536","Clara Erskine Clement",5
"1537","Clemence Dane",5
"1538","Clifford Donald Simak",5
"1539","Clive Bell",5
"1540","Clyde Fitch",5
"1541","Copyright Office Library of Congress",5
"1542","Cornelia Meigs",5
"1543","Cosmos Mindeleff",5
"1544","Daniel Frederick Edward Sykes",5
"1545","Daniel Gregory Mason",5
"1546","David Hannay",5
"1547","David Mason",5
"1548","David Starr Jordan",5
"1549","Dean Evans",5
"1550","Don Marquis",5
"1551","Donald Ferguson",5
"1552","Dornford Yates",5
"1553","E. Arnold Bennett",5
"1554","E. F. (Edward Frederic) Benson",5
"1555","E. Rameur",5
"1556","Edgar A. Guest",5
"1557","Edmund Selous",5
"1558","Edwin A. Abbott",5
"1559","Eleanor M. Ingram",5
"1560","Elia W. Peattie",5
"1561","Elizabeth W. Grierson",5
"1562","Elmer Russell Gregor",5
"1563","Emil Nervander",5
"1564","Emilio Salgari",5
